Wed Dec 11 17:22:41 2024    profiling_results

         15688296 function calls (15687953 primitive calls) in 167.251 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 lines.py:1065(set_drawstyle)
      186    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       12    0.000    0.000    0.000    0.000 cbook.py:1685(_safe_first_finite)
        1    0.000    0.000    0.000    0.000 legend.py:1297(_parse_legend_args)
        1    0.000    0.000    0.000    0.000 legend_handler.py:77(_update_prop)
        1    0.000    0.000    0.000    0.000 pyplot.py:4141(xlabel)
        1    0.000    0.000    0.000    0.000 gridspec.py:561(_from_subplot_args)
        7    0.000    0.000    0.000    0.000 patches.py:396(set_linestyle)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1719(__init__)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:105(_set_new_active_manager)
        1    0.000    0.000    0.000    0.000 legend_handler.py:83(_default_update_prop)
       28    0.000    0.000    0.000    0.000 lines.py:33(_get_dash_pattern)
       23    0.000    0.000    0.000    0.000 font_manager.py:1094(get_default_size)
        1    0.000    0.000    0.000    0.000 figure.py:3005(set_size_inches)
        1    0.000    0.000    0.000    0.000 collections.py:936(update_from)
        1    0.000    0.000    0.000    0.000 _base.py:873(_set_lim_and_transforms)
        1    0.000    0.000    0.000    0.000 figure.py:786(_add_axes_internal)
       31    0.000    0.000    0.000    0.000 font_manager.py:762(set_weight)
        3    0.000    0.000    0.000    0.000 collections.py:799(_set_edgecolor)
       55    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       11    0.000    0.000    0.000    0.000 patches.py:453(set_capstyle)
      245    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        4    0.000    0.000    0.000    0.000 _base.py:3569(_validate_converted_limits)
        5    0.000    0.000    0.000    0.000 _base.py:1171(_set_artist_props)
        4    0.000    0.000    0.000    0.000 axis.py:1867(_set_formatter)
        1    0.000    0.000    0.000    0.000 transforms.py:804(from_bounds)
        1    0.000    0.000    0.000    0.000 pyplot.py:4156(ylabel)
       17    0.000    0.000    0.000    0.000 base_events.py:446(create_future)
       11    0.000    0.000    0.000    0.000 _methods.py:61(_all)
      168    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
       19    0.000    0.000    0.000    0.000 lines.py:1359(set_dash_joinstyle)
       26    0.000    0.000    0.000    0.000 font_manager.py:788(set_stretch)
        1    0.000    0.000    0.000    0.000 _base.py:3432(set_xlabel)
       26    0.000    0.000    0.000    0.000 font_manager.py:872(set_math_fontfamily)
        9    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 _methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 _base.py:3123(set_axisbelow)
        1    0.000    0.000    0.000    0.000 shape_base.py:731(array_split)
      165    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      7/1    0.000    0.000    0.000    0.000 offsetbox.py:227(set_figure)
        1    0.000    0.000    0.000    0.000 offsetbox.py:603(__init__)
        2    0.000    0.000    0.000    0.000 collections.py:571(set_linewidth)
        2    0.000    0.000    0.000    0.000 axis.py:1893(set_major_locator)
        6    0.000    0.000    0.000    0.000 text.py:586(set_clip_box)
        1    0.000    0.000    0.000    0.000 decorators.py:45(wrapper)
       43    0.000    0.000    0.000    0.000 artist.py:281(convert_yunits)
        2    0.000    0.000    0.000    0.000 collections.py:978(set_sizes)
        2    0.000    0.000    0.000    0.000 cm.py:595(set_cmap)
        1    0.000    0.000    0.000    0.000 _base.py:3685(set_ylabel)
        2    0.000    0.000    0.000    0.000 function_base.py:1324(diff)
       19    0.000    0.000    0.000    0.000 lines.py:1375(set_solid_joinstyle)
       88    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 pyplot.py:469(draw_if_interactive)
       19    0.000    0.000    0.000    0.000 lines.py:1423(set_solid_capstyle)
       37    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       29    0.000    0.000    0.000    0.000 text.py:1262(set_text)
       12    0.000    0.000    0.000    0.000 text.py:1041(set_fontfamily)
        2    0.000    0.000    0.000    0.000 collections.py:818(set_edgecolor)
        7    0.000    0.000    0.000    0.000 artist.py:754(set_clip_box)
        8    0.000    0.000    0.000    0.000 core.py:1424(getmaskarray)
        2    0.000    0.000    0.000    0.000 cm.py:719(_ensure_cmap)
        3    0.000    0.000    0.000    0.000 _base.py:833(_unstale_viewLim)
        3    0.000    0.000    0.000    0.000 transforms.py:1782(transform)
        6    0.000    0.000    0.000    0.000 transforms.py:2391(_iter_break_from_left_to_right)
        6    0.000    0.000    0.000    0.000 font_manager.py:638(__hash__)
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        1    0.000    0.000    0.000    0.000 figure.py:1641(sca)
       10    0.000    0.000    0.000    0.000 transforms.py:1837(is_separable)
        6    0.000    0.000    0.000    0.000 axis.py:924(reset_ticks)
        1    0.000    0.000    0.000    0.000 _axes.py:4357(_parse_scatter_color_args)
       16    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 path.py:489(transformed)
        8    0.000    0.000    0.000    0.000 axis.py:1758(convert_units)
       14    0.000    0.000    0.000    0.000 _base.py:559(_axis_map)
        4    0.000    0.000    0.000    0.000 axis.py:1265(_set_artist_props)
       24    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 transforms.py:858(update_from_path)
      125    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 _base.py:2491(update_datalim)
        2    0.000    0.000    0.000    0.000 traitlets.py:718(_validate)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1025(argsort)
     14/8    0.000    0.000    0.000    0.000 offsetbox.py:239(axes)
       94    0.000    0.000    0.000    0.000 enum.py:1116(__new__)
        1    0.000    0.000    0.000    0.000 markers.py:520(_set_circle)
        3    0.000    0.000    0.000    0.000 core.py:1704(mask_or)
        1    0.000    0.000    0.000    0.000 legend.py:1285(_get_legend_handles_labels)
        2    0.000    0.000    0.000    0.000 _base.py:847(viewLim)
       29    0.000    0.000    0.000    0.000 copyreg.py:98(__newobj__)
        1    0.000    0.000    0.000    0.000 _base.py:1126(_set_position)
        2    0.000    0.000    0.000    0.000 axis.py:1827(set_major_formatter)
       96    0.000    0.000    0.000    0.000 artist.py:298(axes)
       12    0.000    0.000    0.000    0.000 backend_bases.py:1967(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend.py:1031(set_title)
        8    0.000    0.000    0.000    0.000 units.py:56(_is_natively_supported)
        1    0.000    0.000    0.000    0.000 gridspec.py:206(_check_gridspec_exists)
       16    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        3    0.000    0.000    0.000    0.000 transforms.py:1849(transform_affine)
        2    0.000    0.000    0.000    0.000 ticker.py:2028(_staircase)
        6    0.000    0.000    0.000    0.000 core.py:1545(_shrink_mask)
        9    0.000    0.000    0.000    0.000 _pylab_helpers.py:100(get_active)
        4    0.000    0.000    0.000    0.000 axis.py:734(_get_shared_axes)
       11    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 backend_qt.py:797(set_history_buttons)
        8    0.000    0.000    0.000    0.000 pyplot.py:987(gcf)
        7    0.000    0.000    0.000    0.000 artist.py:906(set_clip_on)
        1    0.000    0.000    0.000    0.000 transforms.py:1418(__sub__)
        6    0.000    0.000    0.000    0.000 axis.py:207(_apply_tickdir)
       74    0.000    0.000    0.000    0.000 core.py:3417(dtype)
        1    0.000    0.000    0.000    0.000 figure.py:3232(<lambda>)
        3    0.000    0.000    0.000    0.000 markers.py:771(_set_tickright)
       40    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       27    0.000    0.000    0.000    0.000 text.py:298(set_rotation_mode)
        3    0.000    0.000    0.000    0.000 markers.py:779(_set_tickup)
       19    0.000    0.000    0.000    0.000 lines.py:1241(set_markeredgewidth)
        7    0.000    0.000    0.000    0.000 patches.py:493(set_hatch)
        2    0.000    0.000    0.000    0.000 _base.py:222(__init__)
        3    0.000    0.000    0.000    0.000 backend_qt.py:430(draw_idle)
        1    0.000    0.000    0.000    0.000 core.py:8204(asarray)
       19    0.000    0.000    0.000    0.000 pathlib.py:1164(__new__)
    36/32    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        8    0.000    0.000    0.000    0.000 {built-in method color}
        4    0.000    0.000    0.000    0.000 threading.py:1533(enumerate)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2676(notify_axes_change)
       27    0.000    0.000    0.000    0.000 text.py:1192(set_x)
       59    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:4121(sci)
        2    0.000    0.000    0.000    0.000 pyplot.py:439(_warn_if_gui_out_of_main_thread)
       13    0.000    0.000    0.000    0.000 cbook.py:909(get_siblings)
        2    0.000    0.000    0.000    0.000 _base.py:226(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3418(draw_if_interactive)
        1    0.000    0.000    0.000    0.000 {built-in method addWidget}
       32    0.000    0.000    0.000    0.000 figure.py:68(_stale_figure_callback)
        2    0.000    0.000    0.000    0.000 transforms.py:1054(set)
        3    0.000    0.000    0.000    0.000 legend.py:1251(_get_legend_handles)
       68    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       28    0.000    0.000    0.000    0.000 text.py:1203(set_y)
        1    0.000    0.000    0.000    0.000 gridspec.py:328(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:412(get_subplot_params)
       19    0.000    0.000    0.000    0.000 lines.py:1256(set_markersize)
        4    0.000    0.000    0.000    0.000 collections.py:677(_bcast_lwls)
        1    0.000    0.000    0.000    0.000 legend_handler.py:229(get_ydata)
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
       13    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 axis.py:195(_set_labelrotation)
        8    0.000    0.000    0.000    0.000 {built-in method setToolTip}
        6    0.000    0.000    0.000    0.000 axis.py:744(_get_axis_name)
       14    0.000    0.000    0.000    0.000 cbook.py:2309(_unpack_to_numpy)
       74    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 patches.py:374(set_alpha)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 figure.py:126(__init__)
        4    0.000    0.000    0.000    0.000 cm.py:89(__getitem__)
       64    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:612(tiny)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3216(update)
       47    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        2    0.000    0.000    0.000    0.000 axis.py:1853(set_minor_formatter)
       12    0.000    0.000    0.000    0.000 font_manager.py:1289(<genexpr>)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
        9    0.000    0.000    0.000    0.000 {built-in method devicePixelRatioF}
        2    0.000    0.000    0.000    0.000 transforms.py:1701(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:649(set_loc)
        4    0.000    0.000    0.000    0.000 artist.py:1093(set_label)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 gridspec.py:32(__init__)
       34    0.000    0.000    0.000    0.000 selector_events.py:750(_process_events)
       12    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 getlimits.py:589(smallest_normal)
       25    0.000    0.000    0.000    0.000 text.py:321(set_antialiased)
        1    0.000    0.000    0.000    0.000 patches.py:3875(set_boxstyle)
       17    0.000    0.000    0.000    0.000 {built-in method _heapq.heappop}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2512(cumsum)
        5    0.000    0.000    0.000    0.000 pyplot.py:270(_get_backend_mod)
        1    0.000    0.000    0.000    0.000 figure.py:2142(_set_artist_props)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 text.py:1335(set_parse_math)
        4    0.000    0.000    0.000    0.000 spines.py:208(register_axis)
        1    0.000    0.000    0.000    0.000 legend.py:639(_set_artist_props)
       24    0.000    0.000    0.000    0.000 threading.py:1196(ident)
        2    0.000    0.000    0.000    0.000 axis.py:1909(set_minor_locator)
        1    0.000    0.000    0.000    0.000 figure.py:3228(add_axobserver)
        2    0.000    0.000    0.000    0.000 font_manager.py:649(__eq__)
        8    0.000    0.000    0.000    0.000 patches.py:301(set_antialiased)
       16    0.000    0.000    0.000    0.000 transforms.py:242(x0)
       15    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       11    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       11    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
       59    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 core.py:671(getdata)
       19    0.000    0.000    0.000    0.000 artist.py:450(get_transform)
        3    0.000    0.000    0.000    0.000 transforms.py:2452(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
        2    0.000    0.000    0.000    0.000 traitlets.py:3474(validate)
        2    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
       17    0.000    0.000    0.000    0.000 events.py:72(cancel)
       26    0.000    0.000    0.000    0.000 cbook.py:106(__hash__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1512(_notify_trait)
        1    0.000    0.000    0.000    0.000 {built-in method sizeHint}
        1    0.000    0.000    0.000    0.000 {built-in method activateWindow}
       21    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       35    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 core.py:433(_check_fill_value)
        1    0.000    0.000    0.000    0.000 __init__.py:2156(getLogger)
        7    0.000    0.000    0.000    0.000 patches.py:473(set_joinstyle)
        2    0.000    0.000    0.000    0.000 collections.py:725(set_antialiased)
       41    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 fromnumeric.py:537(swapaxes)
        9    0.000    0.000    0.000    0.000 hatch.py:182(_validate_hatch_pattern)
        2    0.000    0.000    0.000    0.000 transforms.py:799(null)
        1    0.000    0.000    0.000    0.000 {singleShot}
        5    0.000    0.000    0.000    0.000 text.py:1147(set_fontweight)
       19    0.000    0.000    0.000    0.000 lines.py:1041(set_antialiased)
        4    0.000    0.000    0.000    0.000 shape_base.py:23(atleast_1d)
        8    0.000    0.000    0.000    0.000 figure.py:105(current)
        1    0.000    0.000    0.000    0.000 legend_handler.py:444(get_sizes)
       34    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 core.py:1644(make_mask_none)
        2    0.000    0.000    0.000    0.000 collections.py:591(set_linestyle)
       90    0.000    0.000    0.000    0.000 axis.py:355(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:788(frozen)
       19    0.000    0.000    0.000    0.000 lines.py:1100(set_gapcolor)
       42    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
        4    0.000    0.000    0.000    0.000 colors.py:953(copy)
        8    0.000    0.000    0.000    0.000 {built-in method palette}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:911(__iter__)
        1    0.000    0.000    0.000    0.000 {built-in method windowHandle}
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:980(p1)
        1    0.000    0.000    0.000    0.000 traitlets.py:1523(notify_change)
       22    0.000    0.000    0.000    0.000 transforms.py:198(<lambda>)
        8    0.000    0.000    0.000    0.000 cbook.py:501(is_scalar_or_string)
        4    0.000    0.000    0.000    0.000 cbook.py:1735(sanitize_sequence)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:227(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method setPalette}
        3    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 figure.py:3125(clear)
       11    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 patches.py:2230(__new__)
       13    0.000    0.000    0.000    0.000 weakref.py:451(get)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        2    0.000    0.000    0.000    0.000 collections.py:435(set_pickradius)
       19    0.000    0.000    0.000    0.000 lines.py:550(set_markevery)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       29    0.000    0.000    0.000    0.000 core.py:3433(shape)
       21    0.000    0.000    0.000    0.000 offsetbox.py:342(get_children)
        1    0.000    0.000    0.000    0.000 rcsetup.py:152(validate_axisbelow)
        3    0.000    0.000    0.000    0.000 core.py:3526(mask)
        1    0.000    0.000    0.000    0.000 artist.py:1155(update_from)
        1    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        6    0.000    0.000    0.000    0.000 cbook.py:1695(safe_isfinite)
        4    0.000    0.000    0.000    0.000 colors.py:771(__copy__)
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
       17    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
        3    0.000    0.000    0.000    0.000 _base.py:852(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 transforms.py:235(frozen)
       16    0.000    0.000    0.000    0.000 transforms.py:252(y0)
        1    0.000    0.000    0.000    0.000 traitlets.py:1527(_notify_observers)
        2    0.000    0.000    0.000    0.000 scale.py:707(scale_factory)
        1    0.000    0.000    0.000    0.000 legend.py:716(_set_loc)
        8    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        1    0.000    0.000    0.000    0.000 shape_base.py:1185(tile)
        7    0.000    0.000    0.000    0.000 __init__.py:167(check_getitem)
        1    0.000    0.000    0.000    0.000 backend_qt.py:616(set_window_title)
       16    0.000    0.000    0.000    0.000 core.py:1283(_replace_dtype_fields_recursive)
        8    0.000    0.000    0.000    0.000 {built-in method backgroundRole}
       25    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 figure.py:977(clear)
       21    0.000    0.000    0.000    0.000 stride_tricks.py:542(<genexpr>)
        2    0.000    0.000    0.000    0.000 axis.py:848(limit_range_for_scale)
     10/5    0.000    0.000    0.000    0.000 transforms.py:2397(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:2181(_sci)
       51    0.000    0.000    0.000    0.000 threading.py:601(is_set)
       28    0.000    0.000    0.000    0.000 spines.py:558(__getattr__)
        3    0.000    0.000    0.000    0.000 legend.py:828(get_legend_handler)
        2    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 rcsetup.py:140(validate_bool)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1269(_process)
        3    0.000    0.000    0.000    0.000 transforms.py:2308(get_matrix)
       17    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1390(_handle_fromlist)
       17    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
       17    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
       68    0.000    0.000    0.000    0.000 base_events.py:2003(get_debug)
        1    0.000    0.000    0.000    0.000 offsetbox.py:636(get_transform)
        1    0.000    0.000    0.000    0.000 cbook.py:259(disconnect)
       16    0.000    0.000    0.000    0.000 {built-in method math.cos}
        2    0.000    0.000    0.000    0.000 traitlets.py:3624(validate_elements)
       11    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        3    0.000    0.000    0.000    0.000 core.py:3445(__setmask__)
        4    0.000    0.000    0.000    0.000 spines.py:565(__getitem__)
        1    0.000    0.000    0.000    0.000 markers.py:354(get_transform)
        6    0.000    0.000    0.000    0.000 transforms.py:1355(_iter_break_from_left_to_right)
        2    0.000    0.000    0.000    0.000 axis.py:1925(set_pickradius)
       34    0.000    0.000    0.000    0.000 base_events.py:538(_check_closed)
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        2    0.000    0.000    0.000    0.000 colors.py:1222(__init__)
        2    0.000    0.000    0.000    0.000 collections.py:503(set_hatch)
       42    0.000    0.000    0.000    0.000 transforms.py:1036(get_points)
        7    0.000    0.000    0.000    0.000 core.py:3692(_get_data)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        2    0.000    0.000    0.000    0.000 getlimits.py:484(__new__)
        1    0.000    0.000    0.000    0.000 pyplot.py:1023(get_fignums)
        8    0.000    0.000    0.000    0.000 __init__.py:185(keys)
       19    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 _methods.py:43(_amin)
       22    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.000    0.000 axis.py:786(get_transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1833(frozen)
        2    0.000    0.000    0.000    0.000 traitlets.py:727(_cross_validate)
        1    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        1    0.000    0.000    0.000    0.000 {built-in method screen}
        2    0.000    0.000    0.000    0.000 __init__.py:1298(is_interactive)
       26    0.000    0.000    0.000    0.000 font_manager.py:844(set_file)
        1    0.000    0.000    0.000    0.000 history.py:839(_writeout_output_cache)
       22    0.000    0.000    0.000    0.000 transforms.py:2119(get_matrix)
       32    0.000    0.000    0.000    0.000 patches.py:767(rotation_point)
        1    0.000    0.000    0.000    0.000 figure.py:1693(_process_projection_requirements)
       16    0.000    0.000    0.000    0.000 {built-in method math.sin}
        2    0.000    0.000    0.000    0.000 weakref.py:510(update)
       36    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:985(intervalx)
       19    0.000    0.000    0.000    0.000 markers.py:458(_set_nothing)
        2    0.000    0.000    0.000    0.000 cbook.py:1348(_check_1d)
        6    0.000    0.000    0.000    0.000 axis.py:223(get_tick_padding)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        6    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
        1    0.000    0.000    0.000    0.000 figure.py:2611(set_layout_engine)
        1    0.000    0.000    0.000    0.000 numerictypes.py:357(issubdtype)
        6    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        1    0.000    0.000    0.000    0.000 _base.py:1761(set_box_aspect)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 {built-in method math.radians}
        2    0.000    0.000    0.000    0.000 traitlets.py:676(__get__)
        1    0.000    0.000    0.000    0.000 backend_qt.py:211(_update_pixel_ratio)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:118(set_active)
        2    0.000    0.000    0.000    0.000 transforms.py:2190(__init__)
        2    0.000    0.000    0.000    0.000 scale.py:115(get_transform)
        8    0.000    0.000    0.000    0.000 {built-in method value}
        1    0.000    0.000    0.000    0.000 _base.py:314(_getdefaults)
        1    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.000    0.000 artist.py:1020(_set_alpha_for_array)
        8    0.000    0.000    0.000    0.000 ticker.py:190(set_axis)
        1    0.000    0.000    0.000    0.000 gridspec.py:231(_normalize)
        1    0.000    0.000    0.000    0.000 transforms.py:2634(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:350(width)
       17    0.000    0.000    0.000    0.000 base_events.py:1903(_timer_handle_cancelled)
       16    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 cm.py:680(changed)
        2    0.000    0.000    0.000    0.000 collections.py:567(_get_default_linewidth)
        2    0.000    0.000    0.000    0.000 _methods.py:39(_amax)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 _base.py:2452(_unit_change_handler)
       11    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 fromnumeric.py:1980(shape)
        4    0.000    0.000    0.000    0.000 core.py:6677(is_masked)
        2    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        3    0.000    0.000    0.000    0.000 legend.py:1256(<genexpr>)
        2    0.000    0.000    0.000    0.000 traitlets.py:2304(validate)
        1    0.000    0.000    0.000    0.000 legend_handler.py:193(get_xdata)
        2    0.000    0.000    0.000    0.000 figure.py:2736(axes)
        2    0.000    0.000    0.000    0.000 {method '__copy__' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 markers.py:279(get_fillstyle)
        1    0.000    0.000    0.000    0.000 offsetbox.py:279(set_offset)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(values)
        2    0.000    0.000    0.000    0.000 numerictypes.py:283(issubclass_)
        7    0.000    0.000    0.000    0.000 backend_bases.py:1740(<lambda>)
       18    0.000    0.000    0.000    0.000 fromnumeric.py:195(_reshape_dispatcher)
        2    0.000    0.000    0.000    0.000 collections.py:738(_get_default_antialiased)
        1    0.000    0.000    0.000    0.000 transforms.py:990(intervaly)
       10    0.000    0.000    0.000    0.000 backend_bases.py:1895(device_pixel_ratio)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       12    0.000    0.000    0.000    0.000 _base.py:837(<genexpr>)
        4    0.000    0.000    0.000    0.000 axis.py:545(locator)
       11    0.000    0.000    0.000    0.000 __init__.py:344(wrapper)
       13    0.000    0.000    0.000    0.000 cbook.py:97(__init__)
        2    0.000    0.000    0.000    0.000 ticker.py:498(set_useLocale)
        2    0.000    0.000    0.000    0.000 axis.py:790(get_scale)
        1    0.000    0.000    0.000    0.000 legend_handler.py:94(adjust_drawing_area)
        6    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
        1    0.000    0.000    0.000    0.000 cbook.py:2056(__init__)
        1    0.000    0.000    0.000    0.000 spines.py:545(__init__)
        4    0.000    0.000    0.000    0.000 axis.py:1755(have_units)
        2    0.000    0.000    0.000    0.000 axis.py:1590(get_major_locator)
       21    0.000    0.000    0.000    0.000 typing.py:2132(cast)
       14    0.000    0.000    0.000    0.000 multiarray.py:153(concatenate)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
       10    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 gridspec.py:551(__init__)
       18    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
        1    0.000    0.000    0.000    0.000 axis.py:2498(get_minpos)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:33(get_fig_manager)
        1    0.000    0.000    0.000    0.000 offsetbox.py:672(add_artist)
